	FID	ID	FIELD	OID_1	YLD00	YLD01	YLD02	YLD03	AVGYLD	ELE	SLOPE	CURV	PRO	PLAN	EC_SH	EC_DP	BAND1	BAND2	BAND3	BAND4	VI00_520	VI00_528	VI00_613	VI00_707	VI00_715	VI00_723	VI00_816	VI00_824	VI00_901	VI00_917	VI01_616	VI01_624	VI01_710	VI01_827	VI01_912	VI02_518	VI02_526	VI02_619	VI02_713	VI02_721	VI02_830	VI02_907	VI02_923	VI03_505	VI03_529	VI03_606	VI03_622	VI03_724	VI03_825	VI03_926	STD00	STD01	STD02	STD03	CV	M3_00	M3_01	M3_02	M3_03	M3_AV	CL_AV	CL_00	CL_01	CL_02	CL_03
201	201	3485	C29	3484	1005.0	1222.8000488	843.0999756000001	779	962.4000243999999	1080.16	0.1465	-0.006807	0.00222	-0.004587	26.1000004	38.7999992	88	84	117	78	-0.2057	-0.1928	-0.175	0.0561	0.1886	0.3189	0.4118	0.3913	0.225	-0.0341	-0.2162	-0.2099	-0.0136	0.3333	0.1741	-0.215189873	-0.225296443	-0.222222222	-0.081545064	-0.041666667000000004	0.276836158	0.13483146099999999	-0.01980198	-0.11702127699999999	-0.234848485	-0.179190751	-0.176470588	-0.010204082	0.079136691	0.02173913	1.16	0.99	0.79	1	0.167	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
202	202	3486	C29	3485	864.2999877999998	1224.0999755999999	945.0999756000001	899	983.0999756000001	1080.18	0.1499	-0.003733	7.3e-05	-0.00366	27.5	41.5	88	88	122	80	-0.2014	-0.1984	-0.1795	-0.0424	0.1705	0.3155	0.3459	0.3545	0.0726	-0.0291	-0.2055	-0.2195	-0.0136	0.4043	0.1667	-0.205240175	-0.23320158100000002	-0.21702127699999998	-0.09787234	-0.043478261	0.291428571	0.101123596	-0.044776119	-0.106382979	-0.23018867899999998	-0.177142857	-0.156756757	-0.040816327	0.01986755	0.005524861999999999	1.0	1.0	0.88	1	0.057	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
203	203	3489	C29	3488	951.0	1340.3000488	958.7000122000002	782	1008.0999756000001	1080.28	0.166	-0.00155	0.003595	0.002046	23.2999992	35.4000015	86	85	122	80	-0.1696	-0.1922	-0.2025	0.0044	0.1492	0.2604	0.375	0.33	0.1839	-0.0048	-0.2124	-0.1918	-0.0172	0.3862	0.2376	-0.19047619	-0.222641509	-0.219917012	-0.055319149000000005	0.004975124	0.224043716	0.060773481	-0.091743119	-0.14871794900000002	-0.240875912	-0.16853932600000002	-0.18446601899999998	-0.014925373	0.025316456	-0.045226130999999996	1.1	1.09	0.89	1	0.131	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0
204	204	3490	C29	3489	740.7000122000001	1158.1999512	1070.0	738	926.7999877999998	1080.31	0.1875	-0.000736	-0.000513	-0.001249	23.1000004	34.0999985	88	85	122	79	-0.1719	-0.2031	-0.205	0.0259	0.1492	0.262	0.3459	0.2981	0.1429	-0.0095	-0.2124	-0.1984	-0.0044	0.3263	0.1635	-0.186602871	-0.222641509	-0.219917012	-0.06329113900000001	0.015075377	0.215469613	0.08988764	-0.070422535	-0.14572864300000002	-0.24444444399999998	-0.175141243	-0.185929648	-0.020618557	0.038961038999999996	-0.005181347	0.86	0.94	1.0	1	0.088	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0
205	205	3491	C29	3490	823.7999877999999	1420.5	1125.0999755999999	799	1042.0999756	1080.34	0.1651	0.002694	-0.0019	0.000794	21.7000008	32.200000800000005	90	84	124	82	-0.1719	-0.1925	-0.2075	0.0303	0.1461	0.2421	0.3082	0.285	0.095	-0.0545	-0.2155	-0.1984	-0.0215	0.3684	0.1346	-0.18095238100000002	-0.23420074300000002	-0.214876033	-0.087866109	0.025906736	0.263736264	0.106145251	-0.070422535	-0.116751269	-0.240875912	-0.18435754199999999	-0.18367346899999998	-0.021276596000000002	0.051948052	0.031578947	0.95	1.16	1.05	1	0.129	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0
206	206	3492	C29	3491	880.5	1218.1999512	1065.5	789	988.2999877999998	1080.37	0.2144	0.001512	-0.000416	0.001096	23.1000004	31.7999992	88	88	125	85	-0.1736	-0.1925	-0.2125	-0.0044	0.1124	0.2169	0.283	0.2718	0.0615	-0.0459	-0.2121	-0.2063	-0.0172	0.4162	0.1553	-0.18483412300000002	-0.23595505600000002	-0.21632653100000002	-0.12350597599999999	-0.005128205	0.28961748600000004	0.14772727300000002	0.02970297	-0.08717948699999999	-0.24163568800000002	-0.17127071800000002	-0.18085106399999998	-0.016393443	0.08	0.043478261	1.02	0.99	0.99	1	0.076	1.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0
207	207	3493	C29	3492	839.2999877999998	1241.6999512	1044.4000244	895	1005.2000122000002	1080.4	0.1958	0.007808	-0.004607	0.003201	19.2000008	30.2999992	90	91	128	86	-0.1672	-0.203	-0.2	0.0175	0.1508	0.2299	0.3631	0.2718	0.1548	-0.0741	-0.2121	-0.2032	-0.0043	0.3717	0.1962	-0.18483412300000002	-0.220588235	-0.21632653100000002	-0.12350597599999999	-0.049019608	0.25531914899999997	0.21590909100000003	0.024875622000000003	-0.081632653	-0.23076923100000002	-0.17582417600000003	-0.179487179	0.010638298000000001	0.065789474	0.049180327999999995	0.97	1.01	0.97	1	0.02	1.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0
208	208	3494	C29	3493	946.2000122000002	1165.0	1035.8000488	862	1002.0999756000001	1080.4	0.1756	0.009128	-0.004265	0.004863	15.3999996	25.5	90	88	126	85	-0.1741	-0.197	-0.1875	0.0485	0.1932	0.2447	0.3292	0.2353	0.1462	-0.0704	-0.2222	-0.2062	-0.0085	0.3265	0.1442	-0.198113208	-0.224637681	-0.209876543	-0.11284046699999999	-0.056603774	0.24210526300000001	0.19101123600000003	-0.019047619	-0.08457711400000001	-0.244604317	-0.191489362	-0.185929648	0.010989011000000002	0.038461537999999997	0.032258065	1.09	0.95	0.97	1	0.072	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
209	209	3495	C29	3494	956.0999756000001	1135.9000244000001	1076.4000244000001	755	980.9000243999999	1080.36	0.2212	0.007927	-0.004275	0.003652	14.8999996	25.5	94	90	133	87	-0.1852	-0.203	-0.1852	0.0526	0.2	0.234	0.3292	0.2353	0.1136	-0.0642	-0.217	-0.1984	-0.0128	0.3299	0.1442	-0.18446601899999998	-0.22909090899999998	-0.21457489899999999	-0.057377049000000006	0.015075377	0.16	0.13812154699999998	-0.037037037	-0.11004784699999999	-0.23674911699999998	-0.178378378	-0.196172249	-0.005586592	0.00621118	0.055555556	1.11	0.92	1.0	1	0.123	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0
210	210	3496	C29	3495	975.2999877999998	1318.5999755999999	1052.8000488	987	1083.3000488	1080.29	0.2369	0.00861	-0.005525	0.003086	15.1000004	25.7000008	88	92	136	89	-0.1821	-0.1985	-0.1925	0.0211	0.1844	0.2275	0.3049	0.2488	0.0769	-0.0844	-0.2155	-0.1905	-0.0127	0.4136	0.1211	-0.192307692	-0.235294118	-0.224	-0.102362205	0.00990099	0.31891891899999997	0.112299465	-0.050228311	-0.065326633	-0.241877256	-0.178378378	-0.201923077	0.005524861999999999	-0.00621118	0.06741573	1.13	1.0700001000000001	0.98	1	0.062	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0
211	211	3497	C29	3496	904.0	1114.8000488	1090.5999755999999	979	1022.0999756000001	1080.2	0.3071	0.017977	-0.011226	0.006751	15.6000004	27.0	94	94	138	90	-0.1877	-0.1925	-0.2	0.0578	0.1538	0.2128	0.2619	0.2488	0.0052	-0.0925	-0.217	-0.1969	-0.0085	0.4239	0.0649	-0.19047619	-0.22509225100000002	-0.220883534	-0.108527132	-0.033816425	0.30612244899999996	0.11794871800000001	-0.053097345	-0.08	-0.23636363600000002	-0.17582417600000003	-0.194444444	-0.016393443	0.093333333	0.027027027000000002	1.05	0.91	1.02	1	0.069	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
212	212	3498	C29	3497	823.7000122000001	1228.4000244000001	1117.9000244000001	1022	1048.0	1080.03	0.4493	0.013134	-0.00542	0.007714	15.5	29.7000008	94	96	143	94	-0.1852	-0.1939	-0.1829	0.0789	0.2045	0.266	0.3133	0.2255	0.1647	-0.0973	-0.2301	-0.1953	-0.0209	0.3613	0.1792	-0.18483412300000002	-0.22509225100000002	-0.21912350600000002	-0.143939394	-0.056603774	0.27638191	0.226519337	0.04040404	-0.055837563	-0.24381625399999998	-0.18279569899999998	-0.19597989899999999	0.045454545	0.099337748	0.032967033	0.95	1.0	1.04	1	0.068	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
213	213	3499	C29	3498	658.4000244	1033.9000244	1102.4000244000001	1122	979.2999877999998	1079.83	0.4176	0.002742	0.003073	0.005815	13.699999800000002	38.7999992	94	96	143	94	-0.1837	-0.2082	-0.1728	0.0248	0.1978	0.2565	0.3133	0.1962	0.0995	-0.0811	-0.217	-0.2062	0.0	0.3472	0.1831	-0.19069767399999998	-0.22509225100000002	-0.21912350600000002	-0.174377224	-0.090909091	0.21126760600000002	0.153439153	-0.045454545	-0.083743842	-0.24647887300000001	-0.176470588	-0.190243902	0.005586592	0.083870968	0.04395604400000001	0.76	0.84	1.03	1	0.201	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0
214	214	3528	C29	3527	651.7999877999999	1085.1999512	1098.9000244000001	805	910.2999877999998	1080.33	0.1993	-0.012493	0.006754	-0.005739	17.7000008	40.9000015	86	81	107	73	-0.2128	-0.192	-0.2	0.0254	0.02	0.2553	0.3974	0.3646	0.046	-0.1071	-0.2018	-0.192	-0.0093	0.3552	0.1386	-0.21702127699999998	-0.22779922800000002	-0.21030042899999998	-0.009009009	0.0625	0.232323232	0.159090909	-0.035532995	-0.076923077	-0.22727272699999998	-0.169590643	-0.136094675	-0.021978022000000003	0.035971223	-0.05027933	0.75	0.88	1.02	1	0.11	2.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0
215	215	3529	C29	3528	675.4000244	1142.4000244000001	1062.5999756	831	928.0	1080.3	0.1038	-0.002351	-0.000796	-0.003147	20.2999992	37.5	84	78	104	70	-0.1927	-0.1967	-0.1779	0.1606	0.2556	0.3152	0.4118	0.3789	0.0651	-0.0727	-0.1946	-0.1736	-0.014	0.3333	0.1429	-0.2	-0.23137254899999998	-0.2	0.0	0.057591623	0.37078651700000004	0.188235294	-0.020408163	-0.062146892999999995	-0.23255814	-0.169590643	-0.158536585	0.0	0.035971223	-0.06741573	0.78	0.93	0.99	1	0.088	2.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0
216	216	3530	C29	3529	777.0999756	1073.1999512	1125.5	773	937.0999756000001	1080.29	0.1279	0.007589	-0.001461	0.006128	22.0	39.0999985	84	80	108	73	-0.19	-0.2016	-0.1728	0.1558	0.2308	0.3189	0.4156	0.3895	0.0714	-0.0811	-0.2018	-0.1885	-0.0182	0.3812	0.1429	-0.20535714300000002	-0.21138211399999998	-0.212121212	0.0	0.073684211	0.386363636	0.18128655	-0.015228426000000002	-0.083798883	-0.23255814	-0.169590643	-0.164705882	-0.010989011000000002	0.021582734	-0.09189189199999999	0.9	0.87	1.05	1	0.093	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	3.0	1.0
217	217	3531	C29	3530	892.0999756000001	1218.3000488	1083.0999755999999	668	965.4000243999999	1080.24	0.0988	-0.015274	0.007552	-0.007723	24.1000004	38.7999992	84	82	113	75	-0.1898	-0.2016	-0.1656	0.1837	0.2444	0.337	0.4286	0.4	0.0714	-0.0893	-0.2	-0.1837	-0.0136	0.373	0.15	-0.203539823	-0.22178988300000002	-0.206751055	-0.008695652	0.045685279	0.34831460700000005	0.166666667	-0.070422535	-0.102702703	-0.23076923100000002	-0.170454545	-0.175141243	-0.016042781000000002	0.028571429	-0.08510638300000001	1.03	0.99	1.01	1	0.146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0
218	218	3532	C29	3531	830.7999877999999	1132.4000244000001	1132.0	544	909.9000243999999	1080.26	0.0872	0.016989	-0.01028	0.006709	24.8999996	40.0	86	81	112	74	-0.2042	-0.2031	-0.1807	0.15	0.2527	0.2941	0.3896	0.3608	0.0526	-0.0991	-0.2124	-0.1789	-0.0306	0.3333	0.1024	-0.211864407	-0.22605364	-0.219917012	-0.050420168	-0.004926108	0.311111111	0.125	-0.070422535	-0.11702127699999999	-0.23595505600000002	-0.17127071800000002	-0.175257732	-0.051546392	-0.006802720999999999	-0.022222222000000003	0.96	0.92	1.0599999	1	0.204	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0
