0,3018
1,3019
2,3020
3,3021
4,3022
5,3023
6,3024
7,3042
8,3043
9,3044
10,3045
11,3046
12,3047
13,3048
14,3049
15,3050
16,3051
17,3052
18,3053
19,3072
20,3073
21,3074
22,3075
23,3076
24,3077
25,3078
26,3079
27,3080
28,3081
29,3082
30,3083
31,3084
32,3085
33,3086
34,3108
35,3109
36,3110
37,3111
38,3112
39,3113
40,3114
41,3115
42,3116
43,3117
44,3118
45,3119
46,3120
47,3121
48,3122
49,3123
50,3147
51,3148
52,3149
53,3150
54,3151
55,3152
56,3153
57,3154
58,3155
59,3156
60,3157
61,3158
62,3159
63,3160
64,3161
65,3162
66,3163
67,3187
68,3188
69,3189
70,3190
71,3191
72,3192
73,3193
74,3194
75,3195
76,3196
77,3197
78,3198
79,3199
80,3200
81,3201
82,3202
83,3203
84,3204
85,3230
86,3231
87,3232
88,3233
89,3234
90,3235
91,3236
92,3237
93,3238
94,3239
95,3240
96,3241
97,3242
98,3243
99,3244
100,3245
101,3246
102,3247
103,3248
104,3275
105,3276
106,3277
107,3278
108,3279
109,3280
110,3281
111,3282
112,3283
113,3284
114,3285
115,3286
116,3287
117,3288
118,3289
119,3290
120,3291
121,3292
122,3293
123,3321
124,3322
125,3323
126,3324
127,3325
128,3326
129,3327
130,3328
131,3329
132,3330
133,3331
134,3332
135,3333
136,3334
137,3335
138,3336
139,3337
140,3338
141,3339
142,3340
143,3341
144,3367
145,3371
146,3372
147,3373
148,3374
149,3375
150,3376
151,3377
152,3378
153,3379
154,3380
155,3381
156,3382
157,3383
158,3384
159,3385
160,3386
161,3387
162,3388
163,3389
164,3390
165,3391
166,3421
167,3422
168,3423
169,3424
170,3425
171,3426
172,3427
173,3428
174,3429
175,3430
176,3431
177,3432
178,3433
179,3434
180,3435
181,3436
182,3437
183,3438
184,3439
185,3440
186,3441
187,3442
188,3443
189,3444
190,3445
191,3475
192,3476
193,3477
194,3478
195,3479
196,3480
197,3481
198,3482
199,3483
200,3484
201,3485
202,3486
203,3489
204,3490
205,3491
206,3492
207,3493
208,3494
209,3495
210,3496
211,3497
212,3498
213,3499
214,3528
215,3529
216,3530
217,3531
218,3532
219,3533
220,3534
221,3535
222,3536
223,3537
224,3538
225,3541
226,3542
227,3543
228,3544
229,3545
230,3546
231,3547
232,3548
233,3549
234,3550
235,3551
236,3580
237,3581
238,3582
239,3583
240,3584
241,3585
242,3586
243,3587
244,3588
245,3589
246,3590
247,3591
248,3594
249,3595
250,3596
251,3597
252,3598
253,3599
254,3600
255,3601
256,3602
257,3603
258,3604
259,3634
260,3635
261,3636
262,3637
263,3638
264,3639
265,3640
266,3641
267,3642
268,3643
269,3644
270,3645
271,3646
272,3647
273,3648
274,3649
275,3650
276,3651
277,3652
278,3653
279,3654
280,3655
281,3656
282,3657
283,3658
284,3687
285,3688
286,3689
287,3690
288,3691
289,3692
290,3693
291,3694
292,3695
293,3696
294,3697
295,3698
296,3699
297,3700
298,3701
299,3702
300,3703
301,3704
302,3705
303,3706
304,3707
305,3708
306,3709
307,3710
308,3711
309,3739
310,3740
311,3741
312,3742
313,3743
314,3744
315,3745
316,3746
317,3747
318,3748
319,3749
320,3750
321,3751
322,3752
323,3753
324,3754
325,3755
326,3756
327,3757
328,3758
329,3759
330,3760
331,3761
332,3762
333,3789
334,3790
335,3791
336,3792
337,3793
338,3794
339,3795
340,3796
341,3797
342,3798
343,3799
344,3800
345,3801
346,3802
347,3803
348,3804
349,3805
350,3806
351,3807
352,3808
353,3809
354,3810
355,3811
356,3839
357,3840
358,3841
359,3842
360,3843
361,3844
362,3845
363,3846
364,3847
365,3848
366,3849
367,3850
368,3851
369,3852
370,3853
371,3854
372,3855
373,3856
374,3857
375,3858
376,3859
377,3860
378,3885
379,3886
380,3887
381,3888
382,3889
383,3890
384,3891
385,3892
386,3893
387,3894
388,3895
389,3896
390,3897
391,3898
392,3899
393,3900
394,3901
395,3902
396,3903
397,3904
398,3905
399,3931
400,3932
401,3933
402,3934
403,3935
404,3936
405,3937
406,3938
407,3939
408,3940
409,3941
410,3942
411,3943
412,3944
413,3945
414,3946
415,3947
416,3948
417,3949
418,3950
419,3973
420,3974
421,3975
422,3976
423,3977
424,3978
425,3979
426,3980
427,3981
428,3982
429,3983
430,3984
431,3985
432,3986
433,3987
434,3988
435,3989
436,3990
437,4011
438,4012
439,4013
440,4014
441,4015
442,4016
443,4017
444,4018
445,4019
446,4020
447,4021
448,4022
449,4023
450,4024
451,4025
452,4026
453,4045
454,4046
455,4047
456,4048
457,4049
458,4050
459,4051
460,4052
461,4053
462,4054
463,4055
464,4056
465,4057
466,4075
467,4076
468,4077
469,4078
470,4079
471,4080
472,4081
473,4082
474,4083
475,1363
476,1364
477,1365
478,1366
479,1367
480,1398
481,1399
482,1400
483,1401
484,1402
485,1403
486,1404
487,1405
488,1406
489,1407
490,1408
491,1443
492,1444
493,1445
494,1446
495,1447
496,1448
497,1449
498,1450
499,1451
500,1452
501,1453
502,1454
503,1455
504,1495
505,1496
506,1497
507,1498
508,1499
509,1500
510,1501
511,1502
512,1503
513,1504
514,1505
515,1506
516,1507
517,1508
518,1509
519,1510
520,1511
521,1554
522,1555
523,1556
524,1557
525,1558
526,1559
527,1560
528,1561
529,1562
530,1563
531,1564
532,1565
533,1566
534,1567
535,1568
536,1569
537,1570
538,1571
539,1572
540,1618
541,1619
542,1620
543,1621
544,1622
545,1623
546,1624
547,1625
548,1626
549,1627
550,1628
551,1629
552,1630
553,1631
554,1632
555,1633
556,1634
557,1635
558,1636
559,1637
560,1638
561,1687
562,1688
563,1689
564,1690
565,1691
566,1692
567,1693
568,1694
569,1695
570,1696
571,1697
572,1698
573,1699
574,1700
575,1701
576,1702
577,1703
578,1704
579,1705
580,1706
581,1707
582,1758
583,1759
584,1760
585,1761
586,1762
587,1763
588,1764
589,1765
590,1766
591,1767
592,1768
593,1769
594,1770
595,1771
596,1772
597,1773
598,1774
599,1775
600,1776
601,1777
602,1778
603,1779
604,1780
605,1832
606,1833
607,1834
608,1835
609,1836
610,1837
611,1838
612,1839
613,1840
614,1841
615,1842
616,1843
617,1844
618,1845
619,1846
620,1847
621,1848
622,1849
623,1850
624,1851
625,1852
626,1853
627,1854
628,1907
629,1908
630,1909
631,1910
632,1911
633,1912
634,1913
635,1914
636,1915
637,1916
638,1917
639,1918
640,1919
641,1920
642,1921
643,1922
644,1923
645,1924
646,1925
647,1926
648,1927
649,1928
650,1929
651,1930
652,1931
653,1985
654,1986
655,1987
656,1988
657,1989
658,1990
659,1991
660,1992
661,1993
662,1994
663,1995
664,1996
665,1997
666,1998
667,1999
668,2000
669,2001
670,2002
671,2003
672,2004
673,2005
674,2006
675,2007
676,2008
677,2009
678,2064
679,2065
680,2066
681,2067
682,2068
683,2069
684,2070
685,2071
686,2072
687,2073
688,2074
689,2075
690,2076
691,2077
692,2078
693,2079
694,2080
695,2081
696,2082
697,2083
698,2084
699,2085
700,2086
701,2087
702,2088
703,2141
704,2142
705,2143
706,2144
707,2145
708,2146
709,2147
710,2148
711,2149
712,2150
713,2151
714,2154
715,2155
716,2156
717,2157
718,2158
719,2159
720,2160
721,2161
722,2162
723,2163
724,2164
725,2217
726,2218
727,2219
728,2220
729,2221
730,2222
731,2223
732,2224
733,2225
734,2226
735,2227
736,2230
737,2231
738,2232
739,2233
740,2234
741,2235
742,2236
743,2237
744,2238
745,2239
746,2240
747,2296
748,2297
749,2298
750,2299
751,2300
752,2301
753,2302
754,2303
755,2304
756,2305
757,2306
758,2307
759,2308
760,2309
761,2310
762,2311
763,2312
764,2313
765,2314
766,2315
767,2316
768,2317
769,2318
770,2319
771,2320
772,2376
773,2377
774,2378
775,2379
776,2380
777,2381
778,2382
779,2383
780,2384
781,2385
782,2386
783,2387
784,2388
785,2389
786,2390
787,2391
788,2392
789,2393
790,2394
791,2395
792,2396
793,2397
794,2398
795,2399
796,2400
797,2453
798,2454
799,2455
800,2456
801,2457
802,2458
803,2459
804,2460
805,2461
806,2462
807,2463
